Date,Branch,Customer_Type,Payment,Total
2024-10-13,B,Normal,Cash,348.68
2024-04-06,B,Member,Cash,48.74
2024-06-21,B,Normal,E-wallet,472.6
2025-01-15,B,Normal,Credit Card,375.25
2025-01-17,B,Member,Credit Card,435.48
2024-09-15,A,Member,Cash,492.18
2024-10-19,A,Member,Cash,105.76
2024-03-04,B,Normal,Cash,47.05
2024-04-09,B,Normal,Credit Card,474.16
2025-02-02,A,Member,Credit Card,121.08
2024-02-28,B,Normal,Credit Card,315.78
2024-06-18,B,Normal,Cash,206.24
2024-05-16,A,Member,Credit Card,118.9
2024-09-20,A,Member,Cash,28.95
2024-05-27,A,Member,Cash,343.71
2025-01-08,A,Member,E-wallet,204.97
2024-06-13,B,Member,Credit Card,257.18
2025-01-12,B,Member,E-wallet,384.39
2024-05-30,B,Member,Cash,114.07
2024-12-11,A,Member,Credit Card,273.36
2024-10-20,A,Member,Cash,133.05
2025-02-04,A,Member,E-wallet,232.52
2024-12-15,A,Member,Cash,430.47
2024-06-19,B,Normal,E-wallet,256.87
2024-03-30,A,Member,Credit Card,109.11
2024-02-22,A,Normal,Cash,495.84
2025-02-03,A,Normal,E-wallet,314.74
2024-04-22,A,Member,E-wallet,137.5
2024-02-14,B,Member,Cash,89.75
2024-12-13,A,Normal,E-wallet,382.96
2024-05-16,A,Member,Credit Card,402.36
2024-07-09,B,Member,E-wallet,106.81
2024-08-31,B,Member,Cash,393.51
2024-08-19,A,Normal,Credit Card,462.23
2024-05-06,B,Member,E-wallet,300.81
2024-07-02,A,Normal,E-wallet,440.72
2024-09-20,A,Member,E-wallet,25.71
2024-03-12,B,Member,Cash,95.45
2024-04-03,A,Member,Credit Card,165.4
2024-03-14,A,Member,Credit Card,157.19
2024-11-25,B,Member,E-wallet,190.35
2024-02-12,A,Member,E-wallet,480.48
2024-09-13,B,Normal,E-wallet,410.53
2025-01-09,B,Normal,E-wallet,375.1
2024-10-16,B,Normal,E-wallet,224.43
2024-04-13,B,Normal,E-wallet,16.34
2024-12-23,B,Normal,E-wallet,28.78
2024-05-31,A,Member,E-wallet,183.5
2024-08-19,B,Member,Cash,467.44
2024-08-07,A,Normal,Cash,465.86
2024-06-14,A,Normal,E-wallet,43.52
2024-08-08,B,Member,E-wallet,381.15
2024-08-23,B,Normal,E-wallet,170.78
2024-12-05,B,Normal,Credit Card,497.57
2024-08-29,A,Member,Credit Card,495.73
2024-12-05,B,Normal,Cash,112.03
2024-12-11,B,Member,Cash,179.13
2024-05-16,A,Normal,E-wallet,119.51
2024-07-15,A,Member,Cash,216.96
2024-06-08,A,Member,Cash,472.35
2024-03-19,B,Member,E-wallet,387.35
2024-08-13,B,Member,Credit Card,336.29
2024-03-30,B,Member,E-wallet,295.13
2024-11-26,B,Normal,E-wallet,281.27
2024-09-26,A,Member,E-wallet,274.65
2024-03-05,A,Member,Credit Card,14.45
2024-12-24,B,Member,Cash,229.36
2024-10-05,B,Normal,Credit Card,158.38
2024-05-10,A,Member,E-wallet,393.98
2024-05-18,B,Normal,Credit Card,195.31
2024-11-23,A,Normal,Credit Card,19.69
2025-01-01,B,Normal,Cash,86.81
2024-03-12,B,Member,Credit Card,102.03
2024-10-12,A,Member,Cash,65.87
2024-02-24,A,Member,Credit Card,89.23
2024-05-06,B,Member,Credit Card,206.43
2024-04-08,A,Normal,Credit Card,294.43
2024-10-02,B,Member,Credit Card,163.93
2024-06-27,A,Member,Credit Card,320.38
2024-09-25,A,Normal,Credit Card,303.36
2024-06-03,A,Normal,Credit Card,63.15
2024-11-24,A,Normal,Cash,211.05
2024-08-25,B,Normal,Cash,237.95
2024-08-23,A,Member,E-wallet,356.19
2024-12-14,B,Normal,Cash,94.56
2024-04-16,B,Normal,E-wallet,182.11
2024-02-13,B,Member,Cash,174.0
2024-11-13,A,Member,E-wallet,223.52
2024-06-11,B,Normal,Cash,62.1
2024-08-02,B,Member,Credit Card,141.26
2024-11-15,A,Member,Credit Card,44.99
2024-03-15,A,Member,Cash,480.46
2024-12-13,A,Member,Credit Card,453.32
2024-04-16,B,Member,Cash,311.92
2024-10-04,A,Member,Cash,310.36
2024-12-15,B,Member,Cash,138.12
2024-09-25,B,Normal,Cash,310.09
2024-04-18,B,Normal,E-wallet,285.3
2024-05-24,B,Normal,Cash,442.8
2024-03-24,A,Normal,E-wallet,213.25
2024-06-14,A,Member,Cash,410.1
2024-07-28,A,Member,E-wallet,127.74
2024-12-17,B,Normal,Cash,214.65
2024-06-29,A,Normal,Cash,403.18
2024-12-27,A,Normal,Credit Card,228.94
2024-05-13,A,Member,E-wallet,296.59
2024-04-30,B,Normal,Credit Card,67.71
2024-07-07,B,Member,Credit Card,269.65
2024-05-26,A,Normal,Cash,59.72
2024-11-27,B,Member,Credit Card,21.64
2024-02-23,B,Normal,Credit Card,151.46
2025-02-09,A,Member,Cash,484.42
2024-09-13,A,Member,E-wallet,39.39
2024-06-03,B,Normal,Credit Card,287.26
2024-10-06,B,Member,Cash,234.67
2024-05-21,B,Normal,Cash,343.4
2024-12-09,B,Normal,E-wallet,290.65
2024-04-23,A,Normal,E-wallet,487.86
2024-04-21,B,Member,E-wallet,129.56
2024-03-01,A,Normal,Cash,106.47
2024-04-07,B,Member,Credit Card,284.46
2024-07-07,A,Member,Cash,223.6
2024-04-29,B,Member,E-wallet,487.4
2024-07-17,B,Member,Cash,432.13
2024-07-19,A,Normal,Credit Card,375.28
2024-04-29,A,Normal,Credit Card,363.59
2024-05-25,B,Member,Cash,432.8
2024-12-24,B,Member,E-wallet,28.32
2024-08-21,B,Normal,E-wallet,258.24
2024-11-13,B,Normal,Cash,449.95
2024-12-13,A,Normal,E-wallet,400.04
2024-09-01,A,Normal,Credit Card,42.96
2024-09-17,A,Normal,E-wallet,243.25
2024-11-07,A,Member,E-wallet,209.82
2024-11-19,B,Normal,Credit Card,353.37
2024-03-15,B,Member,Cash,471.95
2024-11-27,A,Normal,Cash,111.09
2024-03-13,A,Member,Credit Card,120.92
2024-09-22,B,Member,E-wallet,215.66
2024-09-03,A,Member,Credit Card,440.8
2024-02-25,A,Normal,Credit Card,327.88
2024-08-09,A,Member,E-wallet,139.49
2024-10-15,A,Normal,Credit Card,462.98
2024-12-10,A,Normal,Cash,269.46
2024-06-14,B,Normal,E-wallet,227.49
2024-04-30,A,Member,Credit Card,467.99
2024-12-05,B,Normal,E-wallet,274.09
2024-07-22,B,Member,Credit Card,155.95
2024-07-21,A,Normal,Cash,247.51
2025-01-01,B,Normal,E-wallet,467.36
2024-11-30,A,Normal,E-wallet,192.41
2024-06-17,B,Member,Credit Card,93.28
2024-06-23,B,Member,Cash,437.8
2024-12-31,A,Normal,Credit Card,154.28
2024-11-04,B,Normal,Cash,497.34
2024-02-28,B,Member,Cash,24.99
2024-10-20,A,Normal,E-wallet,253.41
2024-04-25,A,Member,E-wallet,159.36
2024-02-27,B,Normal,E-wallet,493.88
2024-04-08,B,Normal,Credit Card,161.91
2024-09-10,A,Normal,Cash,250.03
2024-06-13,A,Member,Credit Card,376.2
2024-10-25,B,Normal,Cash,149.54
2024-05-31,B,Member,E-wallet,12.23
2024-06-28,A,Member,Credit Card,452.55
2024-04-27,B,Member,Credit Card,191.37
2024-10-15,A,Normal,E-wallet,386.41
2024-07-04,B,Normal,Credit Card,273.53
2024-05-21,A,Member,Cash,355.21
2025-01-18,A,Member,Cash,26.99
2024-05-11,A,Member,E-wallet,59.87
2024-06-14,B,Normal,Credit Card,414.88
2024-10-15,A,Normal,Credit Card,387.3
2024-07-30,A,Member,Credit Card,32.94
2024-07-27,B,Normal,Credit Card,52.2
2024-09-10,A,Normal,Credit Card,58.67
2024-05-21,A,Member,E-wallet,296.31
2024-12-09,A,Member,E-wallet,386.71
2024-03-02,B,Member,Credit Card,54.7
2024-04-06,B,Member,E-wallet,396.0
2024-04-28,A,Member,Credit Card,489.11
2024-12-28,A,Normal,E-wallet,259.23
2025-01-27,B,Member,Cash,254.8
2024-03-25,A,Member,E-wallet,52.53
2024-07-28,A,Member,Credit Card,26.64
2025-02-04,A,Normal,E-wallet,77.09
2024-02-12,A,Member,Credit Card,424.53
2024-10-27,A,Normal,Credit Card,44.13
2024-08-22,A,Member,Cash,84.55
2024-11-24,B,Member,Cash,122.58
2024-11-22,A,Member,Credit Card,227.6
2024-02-26,A,Normal,E-wallet,290.87
2024-12-23,A,Normal,E-wallet,20.02
2024-08-28,A,Member,Credit Card,122.42
2024-04-06,A,Member,Cash,449.8
2024-05-26,B,Normal,Credit Card,495.74
2024-12-26,A,Member,Cash,494.21
2025-01-08,A,Member,E-wallet,243.96
2025-01-30,A,Normal,Credit Card,156.93
2024-02-22,A,Normal,Cash,266.57
2024-10-20,A,Member,Credit Card,352.64
2024-07-13,A,Member,Credit Card,384.06
2024-08-25,B,Normal,E-wallet,117.61
2024-04-25,B,Normal,E-wallet,328.03
2024-06-13,A,Member,Cash,75.37
2024-05-09,A,Normal,E-wallet,300.84
2024-12-07,B,Normal,Cash,262.11
2024-03-26,A,Member,Cash,440.61
2024-02-17,B,Normal,E-wallet,365.17
2024-12-02,A,Member,Credit Card,315.57
2024-12-22,A,Member,Credit Card,490.15
2024-03-18,B,Member,E-wallet,392.96
2025-01-12,A,Normal,Cash,489.78
2024-05-17,A,Normal,Credit Card,88.2
2024-08-22,A,Member,E-wallet,276.64
2024-08-08,A,Normal,Credit Card,429.16
2024-02-19,A,Member,Credit Card,220.0
2024-07-21,A,Normal,Credit Card,258.27
2024-05-25,A,Member,Credit Card,268.82
2024-04-11,A,Member,Credit Card,28.59
2024-11-29,A,Normal,Credit Card,419.93
2024-06-26,B,Member,E-wallet,326.11
2024-11-04,A,Member,E-wallet,166.28
2024-09-25,B,Normal,E-wallet,236.02
2024-07-03,A,Normal,Credit Card,304.37
2024-04-02,A,Member,Cash,97.6
2024-11-12,B,Normal,Cash,491.55
2024-12-15,A,Normal,Credit Card,316.74
2024-12-05,B,Normal,Credit Card,63.91
2025-02-08,B,Member,Credit Card,242.25
2025-01-13,B,Member,Cash,79.61
2024-05-19,A,Member,E-wallet,240.51
2024-02-18,B,Member,E-wallet,201.59
2025-01-28,B,Normal,E-wallet,119.99
2025-01-01,B,Member,Credit Card,121.91
2024-10-04,B,Member,Credit Card,267.51
2024-10-13,B,Normal,Cash,238.9
2024-07-22,A,Member,Cash,343.63
2025-01-23,A,Member,Credit Card,55.85
2024-06-01,A,Member,Credit Card,25.05
2024-05-04,A,Member,E-wallet,80.21
2024-11-08,A,Normal,Credit Card,379.15
2024-04-08,A,Normal,Cash,305.16
2024-07-24,B,Normal,E-wallet,214.78
2024-09-11,A,Normal,E-wallet,244.18
2024-05-18,A,Member,Credit Card,401.18
2024-07-17,B,Member,Credit Card,20.55
2024-07-23,B,Normal,Cash,424.05
2025-01-25,A,Normal,Credit Card,23.22
2024-08-30,B,Normal,Credit Card,478.22
2024-10-21,B,Member,Cash,487.09
2025-01-08,A,Member,Cash,397.42
2024-08-28,B,Normal,Credit Card,450.3
2024-12-27,A,Member,Credit Card,175.44
2024-05-10,A,Member,E-wallet,297.64
2024-02-27,B,Member,Cash,296.05
2024-08-03,A,Normal,Cash,486.09
2024-12-11,A,Normal,E-wallet,272.96
2024-09-19,B,Normal,E-wallet,76.67
2024-04-20,B,Member,Credit Card,383.41
2024-08-26,A,Member,Credit Card,377.8
2024-05-05,A,Normal,E-wallet,78.03
2024-10-01,B,Normal,E-wallet,402.15
2024-12-12,B,Normal,E-wallet,236.23
2024-09-24,B,Member,Cash,478.83
2024-09-13,A,Member,Cash,488.94
2024-05-21,B,Member,E-wallet,163.38
2024-12-03,A,Member,Credit Card,346.65
2024-12-11,A,Normal,Cash,487.06
2024-07-26,A,Member,E-wallet,26.96
2025-01-17,B,Normal,Cash,308.88
2024-12-25,A,Normal,Credit Card,18.31
2024-03-31,B,Member,E-wallet,169.94
2024-03-23,B,Member,Credit Card,245.13
2024-10-02,A,Member,E-wallet,115.52
2024-07-30,A,Member,E-wallet,478.45
2024-04-06,B,Member,Credit Card,16.5
2024-02-22,B,Normal,E-wallet,173.28
2024-06-23,A,Member,Credit Card,165.75
2025-01-31,B,Normal,Cash,283.44
2024-08-06,A,Normal,Cash,360.47
2024-08-17,B,Normal,Credit Card,167.4
2024-04-18,A,Normal,Credit Card,471.43
2024-08-31,A,Member,Credit Card,431.16
2024-10-10,A,Normal,E-wallet,352.69
2024-11-26,B,Normal,Cash,19.14
2024-03-13,A,Normal,Cash,372.29
2024-09-08,A,Member,E-wallet,392.85
2024-07-10,B,Normal,E-wallet,209.85
2024-10-21,B,Normal,Credit Card,73.78
2024-10-08,A,Member,Cash,162.21
2024-12-08,A,Normal,E-wallet,36.52
2024-04-21,A,Member,Cash,374.77
2024-11-11,A,Normal,Cash,233.43
2024-10-05,A,Normal,Credit Card,326.55
2024-05-06,B,Normal,Credit Card,101.51
2024-07-06,B,Normal,E-wallet,161.57
2024-04-24,A,Normal,E-wallet,35.54
2024-05-30,A,Normal,Cash,324.37
2025-01-24,A,Normal,Credit Card,494.92
2024-11-08,B,Member,E-wallet,420.42
2024-04-01,A,Member,E-wallet,155.75
2024-12-28,B,Member,E-wallet,266.72
2024-05-26,A,Member,Credit Card,27.92
2024-10-19,A,Member,Cash,464.52
2024-09-07,B,Member,Credit Card,333.82
2024-05-16,A,Normal,E-wallet,223.64
2024-08-14,B,Normal,E-wallet,16.11
2025-01-21,A,Member,Credit Card,314.31
2024-07-05,A,Member,E-wallet,260.23
2024-03-11,A,Member,E-wallet,357.15
2024-08-30,B,Member,E-wallet,399.3
2024-02-26,B,Member,Cash,59.37
2024-10-12,A,Normal,Cash,283.75
2024-06-29,B,Member,E-wallet,19.38
2025-01-03,A,Normal,Cash,118.64
2025-01-28,B,Normal,E-wallet,290.46
2024-05-08,B,Normal,Credit Card,315.85
2024-11-19,B,Normal,E-wallet,219.6
2024-12-15,B,Normal,Credit Card,192.8
2024-02-26,A,Normal,Credit Card,330.3
2024-10-15,B,Member,E-wallet,398.89
2024-10-05,B,Normal,E-wallet,354.47
2024-05-08,B,Member,Credit Card,220.81
2024-11-21,B,Normal,Credit Card,419.55
2024-08-29,A,Member,Credit Card,417.25
2024-08-12,B,Member,E-wallet,34.71
2024-12-10,A,Member,Cash,428.22
2025-02-07,B,Normal,E-wallet,284.5
2024-04-02,A,Normal,Cash,233.38
2024-04-06,B,Member,E-wallet,199.04
2024-12-10,B,Member,Cash,104.87
2024-10-12,B,Normal,Credit Card,321.66
2024-08-04,A,Member,Credit Card,80.3
2024-05-19,A,Member,Cash,350.22
2024-12-19,B,Normal,E-wallet,150.26
2025-01-29,B,Normal,Credit Card,180.89
2024-05-24,B,Normal,Cash,296.86
2024-11-29,A,Normal,Credit Card,222.94
2024-06-30,A,Member,Credit Card,101.09
2024-04-28,A,Member,Cash,410.08
2024-04-29,A,Normal,Credit Card,416.61
2024-09-18,A,Member,E-wallet,311.8
2024-12-21,A,Normal,Credit Card,303.6
2024-09-13,B,Member,Credit Card,99.77
2024-09-13,B,Normal,Cash,470.45
2024-08-16,A,Member,Credit Card,419.67
2024-03-13,A,Member,Cash,66.38
2025-01-17,A,Member,Credit Card,159.27
2024-08-01,A,Normal,Credit Card,240.1
2024-08-02,A,Normal,E-wallet,352.37
2025-01-15,B,Normal,E-wallet,343.41
2024-02-15,B,Member,Credit Card,411.93
2024-09-05,B,Member,Cash,434.09
2024-05-16,B,Member,E-wallet,16.51
2024-05-22,A,Member,Credit Card,306.43
2024-02-26,A,Member,E-wallet,498.2
2024-03-23,B,Normal,Credit Card,235.52
2024-09-02,B,Member,Cash,350.41
2024-11-24,A,Member,Credit Card,18.08
2024-11-23,B,Member,E-wallet,454.91
2024-08-01,B,Normal,Credit Card,50.64
2024-07-24,B,Normal,Cash,381.87
2024-05-23,B,Member,Cash,105.31
2024-06-08,A,Member,Credit Card,247.62
2024-05-11,B,Member,Credit Card,306.34
2024-06-30,A,Member,Credit Card,338.38
2025-01-11,A,Normal,Cash,64.34
2024-08-08,A,Member,Credit Card,357.54
2024-11-23,A,Member,E-wallet,343.4
2024-05-17,B,Normal,E-wallet,482.12
2024-02-25,A,Normal,Cash,67.4
2024-03-28,B,Normal,Credit Card,151.48
2024-03-18,B,Normal,E-wallet,489.79
2025-02-09,A,Member,Credit Card,429.0
2024-06-07,B,Normal,Credit Card,37.92
2025-01-27,A,Normal,Cash,104.27
2025-01-28,B,Member,Cash,465.85
2024-09-12,B,Normal,Cash,370.94
2024-11-24,B,Member,E-wallet,75.55
2024-03-14,A,Member,Cash,207.48
2024-08-12,A,Normal,Credit Card,296.59
2024-08-25,B,Normal,E-wallet,29.23
2024-12-29,A,Normal,E-wallet,460.93
2024-11-30,B,Normal,Cash,483.86
2024-09-21,A,Member,E-wallet,465.54
2024-05-12,B,Normal,Cash,300.45
2024-11-24,A,Normal,Cash,53.51
2025-01-15,A,Normal,Credit Card,84.19
2024-07-11,A,Member,Cash,437.83
2024-08-27,B,Normal,Cash,157.11
2024-11-17,B,Normal,Credit Card,388.96
2024-09-06,B,Member,Cash,61.97
2024-06-28,A,Member,Cash,187.81
2024-10-12,A,Member,Credit Card,375.05
2024-06-12,A,Member,Cash,486.99
2024-10-11,B,Member,Cash,234.6
2024-03-04,B,Member,Credit Card,10.07
2025-01-30,B,Member,Credit Card,396.94
2024-08-24,B,Normal,E-wallet,285.61
2024-11-04,A,Member,E-wallet,311.63
2024-07-01,A,Member,Credit Card,258.39
2024-05-09,B,Member,Cash,317.04
2024-03-19,A,Normal,Credit Card,200.74
2025-01-18,B,Member,Credit Card,212.44
2024-10-28,A,Normal,Cash,425.98
2024-05-22,B,Normal,Credit Card,285.78
2024-04-16,A,Member,Cash,70.26
2024-08-07,A,Member,Cash,89.84
2024-08-13,B,Member,Credit Card,29.77
2024-06-01,B,Normal,Cash,391.47
2024-04-14,A,Normal,Cash,192.46
2025-01-24,B,Member,Credit Card,487.27
2024-06-29,A,Normal,Cash,63.16
2024-08-08,A,Normal,E-wallet,382.13
2024-09-25,A,Normal,Credit Card,379.98
2024-04-10,A,Normal,E-wallet,47.43
2024-08-12,B,Normal,E-wallet,164.64
2025-01-10,B,Normal,Credit Card,52.87
2024-08-16,B,Member,E-wallet,345.23
2024-06-22,A,Member,Credit Card,390.34
2025-01-21,A,Member,E-wallet,473.35
2024-11-13,B,Member,E-wallet,230.07
2024-07-27,A,Normal,Credit Card,347.92
2024-07-23,B,Normal,E-wallet,356.48
2024-04-21,B,Member,Credit Card,76.38
2024-06-21,A,Normal,Cash,130.89
2024-04-04,A,Member,E-wallet,156.82
2025-01-27,B,Member,Credit Card,72.74
2024-10-13,B,Normal,Credit Card,232.55
2024-05-11,B,Normal,E-wallet,279.21
2024-09-13,B,Member,Cash,334.07
2024-10-28,B,Member,Credit Card,489.78
2024-09-26,A,Member,E-wallet,271.24
2024-03-09,B,Normal,Credit Card,429.14
2024-05-29,A,Member,E-wallet,145.76
2025-01-03,A,Normal,Credit Card,74.67
2024-09-03,B,Member,Cash,103.53
2024-04-12,B,Member,Credit Card,367.51
2025-01-24,A,Member,Credit Card,178.95
2024-09-02,A,Normal,Credit Card,259.57
2025-01-14,B,Member,E-wallet,214.47
2025-02-08,A,Member,Cash,112.54
2024-12-29,B,Normal,Credit Card,196.38
2025-01-26,A,Member,Cash,100.75
2024-08-20,A,Normal,Credit Card,136.33
2024-07-16,A,Member,E-wallet,196.73
2024-09-21,A,Normal,E-wallet,406.27
2024-06-20,A,Member,Credit Card,256.09
2024-04-21,B,Normal,Cash,463.3
2024-08-19,A,Normal,Credit Card,388.64
2024-04-10,A,Normal,Credit Card,336.6
2024-07-23,B,Member,E-wallet,443.82
2024-07-30,B,Member,Cash,151.18
2024-05-09,A,Member,Credit Card,315.52
2025-01-01,B,Normal,Credit Card,442.61
2024-04-19,B,Member,Credit Card,258.87
2024-07-08,A,Member,E-wallet,462.13
2024-08-04,B,Normal,Cash,270.3
2024-12-15,A,Normal,E-wallet,305.2
2024-05-29,A,Normal,Credit Card,291.34
2024-06-22,A,Normal,Credit Card,400.01
2024-06-08,B,Normal,Credit Card,64.54
2024-07-25,B,Member,E-wallet,182.24
2024-11-20,B,Member,Credit Card,433.32
2024-08-04,A,Member,Credit Card,208.63
2024-11-11,B,Normal,Credit Card,163.32
2024-05-27,B,Member,Credit Card,185.85
2024-02-14,A,Normal,Cash,355.94
2024-07-19,A,Normal,E-wallet,58.6
2024-07-19,A,Member,E-wallet,169.51
2024-08-22,B,Normal,Cash,52.06
2024-03-23,B,Normal,Cash,267.11
2024-08-05,A,Normal,Cash,494.68
2024-06-07,A,Member,Cash,396.98
2024-03-08,A,Member,Cash,340.29
2024-10-15,A,Normal,Cash,113.29
2024-12-02,B,Normal,Credit Card,409.12
2024-10-12,B,Member,Credit Card,227.1
2024-02-21,A,Member,Credit Card,204.48
2024-10-28,B,Member,E-wallet,182.76
2024-12-16,B,Member,Cash,450.03
2024-07-08,A,Member,Credit Card,213.3
2024-02-15,A,Member,E-wallet,319.48
2024-04-17,B,Member,Credit Card,126.61
2024-05-06,A,Normal,Cash,102.97
2024-12-06,B,Normal,E-wallet,159.96
2024-09-08,B,Member,Credit Card,72.08
2024-08-23,A,Member,Cash,410.72
2024-12-19,B,Member,Cash,230.5
2024-08-21,A,Member,E-wallet,369.44
2024-10-20,B,Normal,E-wallet,400.02
2024-10-08,A,Member,Cash,11.55
2024-04-16,A,Normal,Credit Card,117.6
2024-07-30,B,Member,E-wallet,44.64
2024-11-30,A,Normal,Credit Card,170.8
2024-02-28,B,Member,E-wallet,149.57
2024-11-09,A,Normal,Cash,369.51
2025-01-02,A,Member,Credit Card,251.22
2024-12-07,A,Member,E-wallet,298.09
2024-06-15,B,Member,Credit Card,412.8
2024-06-28,B,Normal,Credit Card,286.62
2024-12-29,B,Normal,Cash,266.89
2024-04-17,A,Normal,Cash,183.96
2024-10-11,B,Member,Credit Card,293.58
2024-09-13,B,Member,Cash,117.9
2024-06-12,B,Member,Cash,52.95
2024-05-26,B,Normal,Cash,94.53
2024-05-09,A,Normal,Credit Card,457.87
2024-03-06,A,Normal,E-wallet,448.02
2024-03-19,A,Member,Cash,493.31
2024-10-06,B,Member,E-wallet,112.34
2024-09-27,A,Normal,Cash,185.5
2024-11-07,B,Member,E-wallet,225.54
2024-11-25,B,Member,Credit Card,168.0
2024-11-22,A,Normal,E-wallet,171.11
2024-11-09,B,Member,Credit Card,199.18
2024-09-21,A,Member,E-wallet,424.05
2024-03-20,B,Normal,Cash,147.41
2024-08-13,A,Normal,Cash,442.01
2024-06-27,B,Normal,E-wallet,313.63
2025-01-01,B,Normal,Credit Card,290.82
2024-07-04,A,Member,E-wallet,35.45
2025-02-08,A,Member,E-wallet,292.02
2024-11-26,A,Normal,Cash,228.29
2024-02-16,A,Normal,Credit Card,329.55
2024-09-30,B,Member,E-wallet,457.3
2024-12-29,B,Member,Credit Card,14.66
2024-07-22,A,Member,Credit Card,26.08
2024-04-10,B,Normal,E-wallet,268.75
2025-02-08,B,Normal,Cash,322.14
2024-07-25,B,Normal,Credit Card,50.76
2024-03-05,A,Member,Credit Card,40.18
2024-10-10,A,Member,E-wallet,378.53
2024-05-01,A,Normal,Cash,459.76
2025-02-02,B,Normal,E-wallet,184.34
2025-01-18,B,Member,Credit Card,487.4
2024-09-11,B,Normal,Cash,83.04
2024-09-12,B,Normal,Credit Card,24.82
2024-03-20,A,Member,Cash,375.71
2024-12-09,A,Member,Cash,179.53
2024-10-29,B,Member,E-wallet,456.45
2025-01-01,A,Normal,Cash,427.42
2024-04-03,A,Normal,Credit Card,194.61
2024-11-13,B,Normal,Cash,201.76
2024-11-19,A,Normal,Cash,349.84
2024-11-14,B,Normal,E-wallet,359.38
2024-08-15,A,Member,Credit Card,434.45
2024-08-12,B,Normal,E-wallet,102.07
2024-02-17,B,Member,E-wallet,192.08
2024-02-23,B,Member,Cash,100.48
2025-02-03,A,Member,Cash,290.99
2024-05-16,A,Normal,Cash,421.82
2024-06-14,B,Member,Cash,208.13
2024-07-17,A,Member,Credit Card,127.52
2024-04-05,B,Member,E-wallet,129.25
2024-03-07,B,Normal,E-wallet,151.32
2025-01-07,B,Member,Cash,374.2
2024-05-03,B,Normal,Cash,89.27
2024-07-02,B,Normal,Credit Card,471.71
2024-06-21,B,Normal,E-wallet,240.33
2024-08-17,B,Member,Cash,219.86
2024-07-09,A,Member,Cash,493.87
2024-04-15,B,Member,Cash,288.31
2024-11-27,B,Normal,E-wallet,468.94
2024-12-03,B,Member,Credit Card,380.22
2024-09-14,A,Normal,Cash,439.63
2024-09-17,B,Normal,Credit Card,381.07
2024-04-30,B,Member,E-wallet,435.66
2024-04-17,A,Member,E-wallet,54.84
2024-07-29,B,Normal,Cash,134.9
2024-09-28,B,Member,Cash,442.1
2024-09-21,A,Member,Cash,352.33
2024-02-13,A,Member,Credit Card,80.97
2024-05-26,B,Normal,Credit Card,21.65
2024-02-18,A,Normal,E-wallet,58.21
2024-02-18,B,Normal,Cash,269.25
2024-04-21,A,Normal,Credit Card,197.25
2024-06-01,A,Normal,Credit Card,166.6
2024-07-15,B,Normal,E-wallet,147.31
2024-05-23,A,Normal,Cash,363.42
2024-03-28,A,Normal,E-wallet,264.53
2024-04-02,A,Normal,Credit Card,84.29
2024-03-31,B,Normal,E-wallet,99.56
2024-04-02,B,Normal,E-wallet,228.29
2024-09-25,B,Normal,Cash,254.82
2024-06-12,B,Member,E-wallet,482.77
2024-07-13,A,Normal,Credit Card,102.01
2024-04-12,A,Member,E-wallet,460.32
2025-02-02,B,Normal,E-wallet,146.53
2025-02-11,A,Member,Credit Card,126.19
2024-10-27,A,Member,E-wallet,166.81
2024-03-05,B,Member,E-wallet,25.38
2024-05-13,B,Normal,Cash,48.86
2024-03-04,A,Member,E-wallet,141.98
2025-01-25,B,Normal,Cash,466.56
2024-07-07,A,Member,Cash,144.81
2024-11-05,B,Member,E-wallet,54.04
2024-04-22,A,Member,Cash,251.35
2025-01-03,A,Normal,Credit Card,278.69
2024-05-19,B,Normal,E-wallet,27.62
2024-02-21,B,Member,Cash,59.18
2024-04-03,A,Member,E-wallet,109.71
2024-10-16,B,Normal,Cash,363.52
2025-01-02,A,Normal,Credit Card,222.01
2025-01-05,A,Member,E-wallet,251.48
2024-05-14,B,Normal,Credit Card,478.5
2024-05-20,A,Normal,Credit Card,295.26
2024-07-14,A,Member,E-wallet,253.09
2024-11-30,A,Member,E-wallet,201.71
2024-05-04,B,Normal,E-wallet,160.82
2024-03-18,A,Normal,Credit Card,174.65
2024-12-29,B,Member,Cash,281.22
2024-07-22,A,Member,E-wallet,130.27
2025-01-25,A,Normal,Cash,348.6
2024-06-07,B,Normal,Credit Card,468.73
2024-07-27,B,Member,Credit Card,74.46
2024-04-23,B,Member,Cash,123.71
2024-06-26,B,Normal,Credit Card,327.4
2024-08-30,B,Member,Cash,220.11
2024-07-18,B,Member,Credit Card,295.59
2024-09-13,B,Member,Cash,226.85
2024-04-09,A,Normal,Credit Card,238.18
2024-11-06,B,Member,Cash,418.05
2024-05-28,A,Member,Cash,452.27
2024-07-22,A,Normal,E-wallet,326.61
2024-05-01,A,Member,Cash,209.07
2024-08-12,A,Member,Cash,233.56
2024-02-12,B,Member,Credit Card,230.82
2024-02-23,A,Member,Credit Card,67.94
2024-10-10,A,Normal,E-wallet,459.02
